,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,Total Bsmt SF,1st Flr SF,Gr Liv Area,Full Bath,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,SalePrice,NridgHt,VinylSd,VinylSd.1,Stone.2,Unknown,Gd,TA,CBlock.2,PConc,Gd.2,TA.2,GLQ,TA.4,Y,Gd.6,TA.5,Attchd,Detchd,Unf.2,Y.1,New,Partial,SalePrice
225,5,-1.5034584688536041,-1.535649904375179,-0.6008912727416957,-0.45749547721693234,0.1689509714025972,-0.16266079202285477,0.848941602995478,2,6,1,-2.094858676477086,-0.9072202168775808,-0.6546407538628207,-0.7686489696843887,-0.7799797676024581,127000,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,127000
226,6,-1.0018784913278147,-1.535649904375179,-0.6008912727416957,-0.40595978131083116,-0.3130064747655788,-0.7335178121283804,-1.3560939450929943,1,4,1,-1.5080442606617062,0.511830869888621,-0.16379969143101522,-0.7686489696843887,-0.7799797676024581,126000,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,126000
227,6,-1.670651794695534,0.3559027011222793,-0.6008912727416957,-1.0192345625934354,-0.46042875241702086,2.097261411100785,2.845357021384562,2,10,1,-0.3344154290309465,-0.9072202168775808,-0.5036127346530345,1.9604649436657353,-0.7799797676024581,169000,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,169000
228,7,-0.9350011609910428,0.11945862543509697,3.1349652581966447,0.07847576020652013,1.5921429594992111,0.5055777197477311,2.016158024857879,1,8,2,-1.4298023385529888,-0.9072202168775808,-0.633065322547137,-0.7686489696843887,-0.7799797676024581,257500,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,257500
229,7,-0.9350011609910428,1.1125237433212625,-0.6008912727416957,-0.31061874388454397,0.5261664903272454,0.38133236831299905,2.562795579892985,2,9,2,-1.4298023385529888,-0.9072202168775808,-0.9566967922823933,-0.7686489696843887,0.7779895753248983,266500,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,266500
230,7,0.8372480929334132,1.1598125584586991,-0.15782472998890065,-0.13539737780379987,-1.540580440593933,-0.5991985132800214,0.7459519187135015,2,6,0,0.6436085973280198,0.511830869888621,0.23534578790913432,-0.7686489696843887,-0.7799797676024581,203135,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,203135
231,8,0.6700547670914834,0.3086138859848428,-0.6008912727416957,0.9056236794994444,0.04420904415906931,-0.13579693225318296,-0.8860384629855116,1,4,1,0.44800379205622654,0.511830869888621,0.9095780165242517,0.6460755221625505,0.15480183815395576,185000,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,185000
232,8,0.6700547670914834,0.3086138859848428,-0.6008912727416957,-0.8233989181502509,0.6367331985658269,0.391406315726626,-0.47143896472217,2,5,1,0.44800379205622654,0.511830869888621,0.5481895419865488,0.3551038181656623,1.323278845349473,162500,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,162500
233,7,-0.3331051879600955,0.6869244070843344,-0.6008912727416957,2.1940160771519746,1.515596776872501,2.4397756231641003,1.1394253278933606,2,6,2,-0.7256250395745331,0.511830869888621,0.2946782240272647,-0.7686489696843887,0.6221926410321627,289000,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,289000
234,4,-1.5703357991903761,1.1598125584586991,-0.6008912727416957,0.8747022619557837,-0.4831091028249351,-0.9349967604009188,-0.5691471267332759,1,7,0,-2.173100598585803,-0.9072202168775808,-1.0214230862294447,-0.7686489696843887,1.7127711810813122,125500,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,125500
235,2,-0.9350011609910428,-1.535649904375179,-0.6008912727416957,0.21762213915299336,-1.3789829439375445,-1.7946402730304163,-2.190574463890548,1,4,0,-1.0385927280094023,-0.9072202168775808,-1.2371773993862822,-0.7686489696843887,-0.7799797676024581,82000,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,82000
236,6,-1.6037744643587621,-0.3534295259392676,-0.6008912727416957,-0.22558484563947695,-0.9565614175901432,-1.166697550914338,-0.6932629000987349,1,5,0,-1.0777136890637609,-0.9072202168775808,1.0552121779051171,-0.7686489696843887,0.6741249524630746,110000,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,110000
237,4,-1.637213129527148,-1.535649904375179,-0.6008912727416957,-1.0192345625934354,-0.7609433953218836,-1.2640790425793984,-0.6378069162545937,1,6,0,0.09591514256699867,0.511830869888621,0.532007968499786,-0.467643758653125,-0.7799797676024581,68400,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,68400
238,4,-2.3059864328948674,-1.535649904375179,-0.6008912727416957,-1.0192345625934354,-0.304501343362611,-0.7234438647147534,-0.5057688594828289,1,7,0,-0.5300202343027398,-0.9072202168775808,-0.2447075588648293,-0.08637049134685773,-0.7799797676024581,102776,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,102776
239,5,-0.5671758441387972,-1.4410722741003061,-0.6008912727416957,-1.0192345625934354,-1.2088803158781884,-0.10221710754109323,-0.8596308516311586,1,4,0,-0.9994717669550436,0.511830869888621,0.40255538060568347,-0.7686489696843887,-0.7799797676024581,55993,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,55993
240,4,-2.439741093568411,-1.535649904375179,-0.6008912727416957,-1.0192345625934354,-0.5965108548645058,-0.41115149489231884,-1.102580876091206,1,5,0,-3.190245585999128,-0.9072202168775808,-0.5359758816265601,-0.7686489696843887,-0.7799797676024581,50138,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,50138
241,8,1.1716347446172728,1.065234928183826,1.2720718398042108,2.518690961360412,1.779255850364503,1.9192883401267093,0.7301073519008897,2,5,1,1.0348182078716064,0.511830869888621,0.5158263950130232,0.5156399307156696,0.5962264853167067,246000,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,246000
242,8,0.9710027536069571,0.7815020373592074,-0.6008912727416957,0.5654880865191765,0.23415697882535044,-0.12908096731076502,1.4431128584684196,2,8,1,0.8000924415454544,1.9308819566548228,1.680899686059946,-0.7686489696843887,1.0376511324794577,254900,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,254900
243,6,0.26879078507085186,-0.2588518956643947,-0.6008912727416957,0.7304023134187003,0.784155476217269,0.7070566680202696,-0.22320741799125218,2,6,1,-0.021447740596077288,0.511830869888621,0.23534578790913432,2.993916168206407,-0.10485971900060365,190000,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,190000
244,6,0.23535211990246588,-0.30614071080183114,2.7724562686716303,0.3696524420759919,0.12926035818874743,-0.13579693225318296,-0.8860384629855116,1,6,0,-0.060568701650435944,1.9308819566548228,2.473796786911324,-0.7686489696843887,-0.7799797676024581,169900,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,169900
245,7,1.3053894052908166,1.2071013735961356,0.0032903764666612073,-0.8182453485596408,1.0478145497092712,0.911893598764017,-0.06212098872969912,2,6,1,1.191302052089041,1.9308819566548228,1.24399720191735,0.23470173375315684,0.46639570673942704,220000,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,220000
246,5,1.2385120749540448,1.1598125584586991,-0.6008912727416957,-1.0192345625934354,-1.6511471488325147,-1.1096118489037856,0.1966736025429599,2,7,0,1.1521810910346824,0.511830869888621,-0.1584058336020943,0.23470173375315684,-0.7799797676024581,174000,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,174000
247,8,1.3388280704592026,1.3016790038710084,0.24496303615000398,-1.0192345625934354,-0.545480066446699,-1.0088723747675163,1.5804324375110552,2,8,1,1.2304230131433995,1.9308819566548228,1.3518743584957689,-0.7686489696843887,1.1674819110567374,269500,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,269500
248,7,1.104757414280501,0.9706572979089532,-0.15782472998890065,0.588679149676922,-0.42357318300416036,-0.8409732512070676,1.3850161134888432,2,8,1,0.956576285762889,0.511830869888621,0.43491852757920907,-0.7686489696843887,0.25866646101577956,214900,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,214900
249,8,1.104757414280501,0.9233684827715167,-0.6008912727416957,-1.0192345625934354,0.0016833871442302488,-0.2734742135727509,1.4219867693849373,2,9,0,0.956576285762889,0.511830869888621,0.008803759094454851,0.5858744799562977,-0.7799797676024581,202900,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,202900
250,5,-0.13247319694977971,-0.2588518956643947,-0.6008912727416957,-0.9110096011906229,0.2880228110441466,0.6365390361248812,-0.2786634018353934,1,7,1,-0.4908992732483811,0.511830869888621,0.532007968499786,-0.7686489696843887,-0.7799797676024581,169000,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,169000
251,5,1.1716347446172728,1.065234928183826,-0.6008912727416957,-1.0192345625934354,1.3143086670022626,1.193964126345571,0.15970294664686577,2,7,0,1.0348182078716064,0.511830869888621,1.0498183200761961,-0.7686489696843887,-0.7799797676024581,173500,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,173500
252,6,0.06815879406053607,-0.5425847864890134,-0.6008912727416957,-1.0192345625934354,-0.15424402191017964,-0.5454707937406779,1.2001628340083725,2,8,0,1.073939168925965,-2.3262713036437828,-2.3159489651704703,0.5156399307156696,-0.7799797676024581,139000,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,139000
253,5,1.004441418775343,0.7815020373592074,-0.6008912727416957,-1.0192345625934354,1.0704949001171853,0.9051776338215991,-0.06740251100056971,2,7,1,0.9174553247085303,0.511830869888621,1.3842375054692946,2.5223413375907606,-0.7799797676024581,166500,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,166500
254,4,0.135036124397308,-0.4480071562141405,-0.6008912727416957,-0.1585884409615454,-1.1918700530722528,-1.7744923782031625,-0.7328743171302644,1,6,0,-0.1779315848135119,-0.9072202168775808,-0.7733056260990814,0.43537187444066594,1.7127711810813122,83500,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,83500
255,5,0.135036124397308,-0.4480071562141405,-0.6008912727416957,1.3385235251106944,-0.06068757647753371,-0.43465737219078165,-1.121066204039253,1,5,1,-0.1779315848135119,-0.9072202168775808,-0.9513029344534725,0.9771812542969405,-0.7799797676024581,119500,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,119500
256,5,0.23535211990246588,-0.30614071080183114,-0.6008912727416957,-0.6868293239990827,-1.2202204910821455,-1.808072202915252,-0.6800590944215584,1,4,0,-0.060568701650435944,-0.9072202168775808,-0.5036127346530345,1.0574493105719442,-0.7799797676024581,85000,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,85000
257,4,0.03472012889215011,-0.5898736016264499,-0.6008912727416957,-0.5657204386197449,-1.1918700530722528,-1.7744923782031625,-0.7328743171302644,1,5,0,1.073939168925965,-2.3262713036437828,-2.3159489651704703,1.2380524371907025,-0.10485971900060365,76000,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,76000
258,4,0.10159745922892204,-0.49529597135157694,-0.6008912727416957,-0.6327168432976764,-0.953726373789154,-1.4924218506216085,-1.952905961701371,1,3,0,1.073939168925965,-2.3262713036437828,-2.3159489651704703,0.194567705615655,-0.15679203043151552,75500,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,75500
259,4,0.03472012889215011,-0.5898736016264499,-0.6008912727416957,-1.0192345625934354,-1.1918700530722528,-1.7744923782031625,-0.7328743171302644,1,5,0,1.073939168925965,-2.3262713036437828,-2.3159489651704703,-0.7686489696843887,-0.7799797676024581,88250,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,88250
260,4,0.10159745922892204,-0.49529597135157694,-0.6008912727416957,-0.2616598327737478,-1.1918700530722528,-1.7744923782031625,-0.7328743171302644,1,5,0,-0.21705254586787054,-0.9072202168775808,-0.7733056260990814,-0.7686489696843887,-0.7799797676024581,85500,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,85500
261,5,0.06815879406053607,1.0179461130463896,-0.6008912727416957,0.1892775064046377,-0.29032612435766464,-0.6730741276466189,-1.308560244655159,1,5,0,-0.2561735069222292,-0.9072202168775808,-0.4173110093902994,-0.7686489696843887,-0.7799797676024581,130000,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,130000
262,5,0.5363001064179396,0.16674744057253343,-0.6008912727416957,-1.0192345625934354,0.7076092935905587,0.4753558775068504,2.8057456043530324,4,10,0,0.2915199478387919,0.511830869888621,1.0066674574448287,1.2380524371907025,-0.7799797676024581,159000,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,159000
263,5,0.7369320974282553,0.4031915162597157,-0.6008912727416957,0.16093287365628203,-0.9707366365950896,-1.5125697454488625,-0.25225579048104046,1,6,0,0.6044876362736611,0.511830869888621,0.7909131442879911,-0.5479118149281287,-0.7799797676024581,136000,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,136000
264,5,0.0012814637237641426,-0.6371624167638863,-0.6008912727416957,0.20731499997177313,-0.29032612435766464,-0.7066539523587086,0.28910024228319525,2,8,0,-0.3344154290309465,-0.9072202168775808,-0.8326380622172117,2.110967549181367,-0.7799797676024581,161000,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,161000
265,8,0.8372480929334132,0.5923467768094616,-0.6008912727416957,2.4362338479106502,2.020234573448591,2.446491588106518,1.1447068501642312,2,6,2,0.6436085973280198,0.511830869888621,0.28389050836942276,0.525673437750045,0.8818541981867221,285000,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,285000
266,6,-0.4334211834652534,-1.2519170135505602,-0.6008912727416957,0.4340720619586184,-0.23929533593985777,-0.646210267876947,-1.2874341555716766,1,5,0,-0.842987922737609,-0.9072202168775808,0.3917676649478416,-0.7686489696843887,-0.7799797676024581,124500,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,124500
267,6,0.9375640884385711,0.6869244070843344,-0.6008912727416957,1.1633021590299504,-0.06068757647753371,-0.43465737219078165,0.6297584287543485,2,7,1,0.7609714804910958,0.511830869888621,0.2191642144223715,1.7597948029782262,-0.0009950961387798765,189500,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,189500
268,8,1.1381960794488868,0.9706572979089532,1.292211228111156,1.1710325134158657,0.11792018298479034,-0.2231044765046163,2.4122721951731734,2,9,1,0.9956972468172477,1.9308819566548228,1.0929691827075638,0.43537187444066594,0.41446339530851517,270000,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,270000
269,7,0.9041254232701851,0.6869244070843344,-0.27866105983057204,-0.2874276807267984,-1.6511471488325147,-0.391003600065065,0.6825736514630544,2,7,1,0.7218505194367371,0.511830869888621,-0.21234441189130368,-0.28704063203436686,1.0895834439103695,189000,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,189000
270,9,1.2385120749540448,1.1598125584586991,1.0102597918139227,2.3821213672092436,2.210182508114872,2.255086587247607,0.9941834654444194,2,7,2,1.1130601299803236,1.9308819566548228,1.7725952691516023,1.2480859442250778,0.2327003053003236,377500,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,377500
271,7,0.8706867581017992,0.639635591946898,-0.3793580013652982,-1.0192345625934354,-1.6511471488325147,-0.9081329006312471,0.2758964366060188,2,7,1,0.6827295583823785,0.511830869888621,-0.1584058336020943,0.43537187444066594,1.0895834439103695,168500,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,168500
272,8,1.037880083943729,0.8287908524966439,-0.6008912727416957,1.9646822303698241,1.515596776872501,1.962942112252426,0.7644372466615486,2,5,1,0.8783343636541717,0.511830869888621,0.37558609146107874,1.358454521603208,0.7520234196094424,278000,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,278000
273,8,0.9710027536069571,0.7342132222217709,-0.6008912727416957,-0.14055094739441,1.2802881413903913,1.3551472849636017,0.28645948114776,2,5,0,0.8000924415454544,0.511830869888621,0.354010660145395,0.9169802120906878,0.33656492816214734,240000,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,240000
274,8,0.8706867581017992,0.639635591946898,-0.6008912727416957,0.8901629707276141,1.7594105437575782,2.214790797593099,0.9624943318191959,2,6,0,0.6827295583823785,0.511830869888621,0.532007968499786,-0.246906603896865,0.5183280181703389,239500,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,239500
275,7,0.9710027536069571,0.7342132222217709,-0.6008912727416957,-0.5322222362807791,-1.6511471488325147,-1.0861059716053227,0.03294641214597154,2,7,1,0.8000924415454544,0.511830869888621,-0.17998126491777805,1.799928831115728,-0.7799797676024581,177500,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,177500
276,7,0.9710027536069571,0.7342132222217709,-0.1981035066027911,-1.0192345625934354,-0.3810475259893213,-0.6361363204633201,0.920242153652231,2,7,1,0.8000924415454544,0.511830869888621,-0.012771672221228908,-0.7686489696843887,1.6608388696504002,185000,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,185000
277,6,0.9710027536069571,0.7815020373592074,-0.6008912727416957,0.20731499997177313,-0.040842269870608815,-0.41115149489231884,0.7036997405465368,2,7,1,0.8000924415454544,0.511830869888621,0.05734847955474331,-0.7686489696843887,1.4011773124958409,191000,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,191000
278,6,0.8038094277650273,0.5450579616720251,-0.6008912727416957,-1.0192345625934354,-0.47460397142196725,-0.924922812987292,0.5320502667432425,2,7,1,0.6044876362736611,0.511830869888621,-0.2662829901805131,-0.7686489696843887,0.25866646101577956,178000,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,178000
279,6,0.8038094277650273,0.49776914653458865,0.08384792969444213,-0.22043127604886684,-0.8119741837396904,-1.32452272706116,0.2653333920642776,2,6,1,0.6044876362736611,0.511830869888621,-0.050528677023675486,1.5591246622907171,0.855888042471266,185000,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,185000
280,6,0.8372480929334132,0.5923467768094616,-0.6008912727416957,0.5268363145896006,-0.7354280011129801,-1.2338572003385175,0.38680840429430124,2,7,1,0.6436085973280198,0.511830869888621,-0.10986111314180583,-0.7686489696843887,0.41446339530851517,181316,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,181316
281,6,0.8038094277650273,0.49776914653458865,-0.14775503583542804,-1.0192345625934354,0.6083827605559342,0.38804833325541704,-0.4740797258576053,2,6,1,0.6044876362736611,0.511830869888621,0.003409901265533912,-0.7686489696843887,-0.23469049757788335,166000,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,166000
282,6,0.7703707625966413,0.49776914653458865,-0.6008912727416957,-1.0192345625934354,-0.4490885772130638,-0.8947009707464112,0.590147011722819,2,7,1,0.6044876362736611,0.511830869888621,-0.21773826972022461,2.662810436072017,0.25866646101577956,178000,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,178000
283,6,0.8372480929334132,0.5923467768094616,-0.6008912727416957,-1.0192345625934354,-0.7496032201179265,-1.2506471126945624,0.29438176455406584,2,6,1,0.6436085973280198,0.511830869888621,-0.4658557298505879,-0.7686489696843887,0.15480183815395576,174000,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,174000
284,6,0.7703707625966413,0.45048033139715216,0.46649630752640153,0.4237649227773982,0.5431767531331809,0.3108147364176106,-0.5348172319726171,2,6,0,0.5653666752193025,0.511830869888621,-0.1584058336020943,0.43537187444066594,-0.10485971900060365,173000,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,173000
285,7,1.004441418775343,0.7815020373592074,2.863083516052884,0.7690540853482762,0.03286886895511223,-0.23317842391824323,1.6200438545425846,2,9,1,0.839213402599813,0.511830869888621,0.3270413710007903,-0.7686489696843887,-0.7799797676024581,225000,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,225000
286,7,0.7034934322598694,0.3559027011222793,-0.6008912727416957,-1.0192345625934354,1.297298404196327,1.2342599160000784,0.19139208027208932,2,5,0,0.4871247531105852,0.511830869888621,0.3809799492899997,-0.7686489696843887,0.10286952672304389,180500,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,180500
287,8,0.5028614412495536,0.07216981029766052,-0.6008912727416957,1.6503144853426068,0.7189494687945157,0.9589053533609426,-0.025150332833604974,1,4,1,0.2523989867844333,0.511830869888621,0.7315807081698608,-0.136538026518735,-0.7799797676024581,187500,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,187500
288,7,1.2050734097856588,1.065234928183826,-0.43977616628613386,2.263589266625211,1.5978130471011898,1.5297623734664683,0.4237790601903954,2,7,1,1.073939168925965,0.511830869888621,0.003409901265533912,0.9169802120906878,0.15480183815395576,260000,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,260000
289,6,0.33566811540762376,0.7342132222217709,-0.6008912727416957,-1.0192345625934354,1.1215256885349922,1.7178093918541708,0.571661683774772,2,7,1,0.05679418151264001,0.511830869888621,0.03037919041013861,1.1577843809156987,-0.7799797676024581,181000,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,181000
290,7,0.26879078507085186,-0.2588518956643947,1.503674805334081,1.0988825391473238,1.1895667397587346,1.1301624593926003,0.10952848507359514,2,6,1,-0.021447740596077288,0.511830869888621,0.6183096937625211,1.1577843809156987,-0.7799797676024581,82500,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,82500
291,6,0.26879078507085186,0.8287908524966439,0.6678901905958539,2.1914392923566695,1.8019362007724171,1.7715371113935143,0.6139138619417367,2,8,1,-0.021447740596077288,0.511830869888621,0.5374018263287069,1.6393927185657207,-0.7799797676024581,215000,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,215000
292,6,0.3022294502392378,0.16674744057253343,0.41614783675903844,-0.08386168189769866,1.3058035355992947,2.0032379019069335,0.7961263802867722,2,7,1,0.017673220458281364,0.511830869888621,0.2946782240272647,1.7597948029782262,0.6481587967476187,200000,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,200000
293,7,0.3691067805760097,-0.1169854502520853,1.6647899117896428,1.6503144853426068,1.149876126544885,1.3349993901363477,0.2706149143351482,2,6,2,0.09591514256699867,0.511830869888621,0.8556394382350424,1.5691581693250924,0.46639570673942704,187500,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,187500
294,6,0.3022294502392378,0.7342132222217709,0.849144685358361,1.1246503871003746,0.4921459647153741,2.1241252708704565,0.8911937811624429,2,7,1,0.017673220458281364,0.511830869888621,0.26770893488265995,-0.7686489696843887,-0.7799797676024581,184000,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,184000
295,7,0.3022294502392378,-0.2115630805269582,1.4734657228736632,0.7948219333013268,0.8635367026449685,1.7681791289223054,0.6112731008063014,2,7,1,0.017673220458281364,0.511830869888621,0.262315077053739,-0.7686489696843887,-0.7799797676024581,157000,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,157000
296,7,0.23535211990246588,-0.30614071080183114,1.3022809222646285,-1.0192345625934354,0.35039377466591054,0.9924851780730324,0.0012572785207479876,2,6,1,-0.060568701650435944,0.511830869888621,0.26770893488265995,-0.7686489696843887,-0.7799797676024581,152000,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,152000
297,7,1.1381960794488868,0.9706572979089532,-0.6008912727416957,0.5835255800863118,-0.11455340869632985,-0.1962406167349445,1.3586085021344902,2,7,1,0.9956972468172477,0.511830869888621,0.8178824334325958,-0.7686489696843887,0.12883568243849983,240900,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,240900
298,8,1.037880083943729,0.8760796676340803,-0.6008912727416957,-1.0192345625934354,0.2596723730342539,-0.055205352944167584,1.3322008907801373,2,7,1,0.8783343636541717,0.511830869888621,0.8556394382350424,-0.7686489696843887,2.699485098268638,220000,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,220000
299,8,1.104757414280501,0.9233684827715167,-0.6008912727416957,-0.43945798364979693,0.015858606149176602,-0.3439918454681394,1.1658329392477136,2,7,1,0.956576285762889,0.511830869888621,0.7315807081698608,1.488890113050089,0.46639570673942704,235000,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,235000
300,5,0.20191345473407993,-0.3534295259392676,1.0203294859673955,2.4156195695482094,1.8558020329912133,1.835338778346485,0.6640883235150074,2,7,2,-0.0996896627047946,0.511830869888621,0.262315077053739,-0.7686489696843887,-0.7799797676024581,213000,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,213000
301,6,0.16847478956569395,-0.40071834107670407,1.3727687813389369,1.2689503356374578,0.4241049134916316,0.13955763038595292,-0.6694960498798173,2,6,1,-0.13881062375915323,0.511830869888621,0.532007968499786,-0.7686489696843887,-0.7799797676024581,167900,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,167900
302,7,0.20191345473407993,-0.3534295259392676,-0.6008912727416957,0.6196005672205828,0.5942075415509879,0.3981222806690439,-0.4661574424512994,2,5,1,-0.0996896627047946,0.511830869888621,0.41334309626352533,-0.36730868830937047,-0.7799797676024581,158000,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,158000
303,6,0.16847478956569395,-0.40071834107670407,1.1512355099625393,-1.0192345625934354,0.27668263584018954,0.9253255286488529,-0.051557944187957935,2,7,1,-0.13881062375915323,0.511830869888621,0.262315077053739,-0.7686489696843887,-0.7799797676024581,165000,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,165000
304,6,0.10159745922892204,-0.49529597135157694,2.752316880364685,-1.0192345625934354,-0.7864587895307871,1.0193490378427041,1.979187368961785,2,7,1,-0.21705254586787054,0.511830869888621,0.8286701490904377,-0.7686489696843887,1.9205004268049597,158000,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,158000
